Title,Id,PostTypeId,AcceptedAnswerId,ParentId,OwnerUserId,DisplayName,Reputation
,13584,2,,13583,6126,Philip Kendall,18797
What is the point of keeping track of pars?,13585,1,13586,,11045,Richard Roe,281
,13586,2,,13585,10780,Jimmy M.,356
,13587,2,,13579,6232,Joe,8606
Is there a connection between serious injuries/deaths in boxing and having one's father in one's corner?,13588,1,,,9598,Wad Cheber stands with Monica,487
Can you kick a stick in NHL?,13589,1,13590,,3671,alamoot,8213
,13590,2,,13589,9319,Nij,6688
,13592,2,,13547,11234,Yousend,765
,13594,2,,4915,1723,Ben Miller - Remember Monica,8101
,13595,2,,13547,10837,mhodges,316
Which boxers were killed or seriously injured in the ring with their father in their corner since 1980?,13597,1,,,9598,Wad Cheber stands with Monica,487
Umpire induces appeal play?,13598,1,13607,,3662,DJohnM,267
,13599,2,,13572,3576,xji,658
Why LBW is given not when ball is not pitched in Stump line while bowling around the wicket,13600,1,,,310,Sachin,1096
,13601,2,,13600,4851,aqwert,742
Multi-national teams at club level,13603,1,,,3490,Michele C,388
,13604,2,,13603,6126,Philip Kendall,18797
,13606,2,,1571,6232,Joe,8606
,13607,2,,13598,6232,Joe,8606
,13608,2,,10781,608,JohnP,191
How do you hit a shot without spin in tennis and is there anything equivalent to a knuckleball?,4863,1,,,630,hhh,1840
,4864,2,,4823,630,hhh,1840
Eyes in the contact point during follow-through?,4865,1,4866,,630,hhh,1840
,4866,2,,4865,630,hhh,1840
,4870,2,,4863,18,jamauss,8239
,4871,2,,4862,18,jamauss,8239
When was the power play rule introduced in cricket?,4872,1,4874,,3673,Meet Pandya,885
Can batsman hit the ball after the ball cross the stumps?,4873,1,4876,,3673,Meet Pandya,885
,4874,2,,4872,540,Himanshu Jansari,6462
"""Lower score than you actually shot will disqualify you"" in Golf? What does this mean?",4875,1,4878,,630,hhh,1840
,4876,2,,4873,3737,Shaunak D,283
Why do the Oakland As value a low strikeout rate?,4879,1,,,1738,Tom Au,3617
,4880,2,,4879,18,jamauss,8239
"FIFA World Cup 2014 Tie Breaker Rules: ""Between the teams concerned""?",4881,1,,,3754,trungnnh,191
,4882,2,,4881,1626,Nick,2230
,4883,2,,4875,1738,Tom Au,3617
,4884,2,,4881,1723,Ben Miller - Remember Monica,8101
Has a bout stopped during a count ever been reversed?,4885,1,5788,,3755,CGCampbell,143
,4888,2,,4693,752,Zack,3526
Which country has the most international cricket grounds?,4889,1,4894,,3673,Meet Pandya,885
How is a bowler's average calculated?,4890,1,4895,,3673,Meet Pandya,885
What kind of ball is used in the FIFA World Cup?,4892,1,4893,,1455,Jacob Jan Tuinstra,1948
,4893,2,,4892,1723,Ben Miller - Remember Monica,8101
,4894,2,,4889,540,Himanshu Jansari,6462
,4895,2,,4890,540,Himanshu Jansari,6462
Who decides the venue for ODI matches?,4896,1,4908,,3673,Meet Pandya,885
,4898,2,,4828,2157,diggers3,3072
,4899,5,,,-1,Community,1
,4900,4,,,-1,Community,1
What dates are NBA matches guaranteed to be between?,4901,1,,,3550,Duncan,171
,4903,2,,4447,540,Himanshu Jansari,6462
What is the best strategy in ice hockey when drawing a penalty on a PP?,4904,1,4905,,3655,cantsay,1376
,4905,2,,4904,1557,Paul Witry,1490
Which features are required from a heat-shrink sleeve for a tennis racket?,4906,1,4907,,630,hhh,1840
,4907,2,,4906,18,jamauss,8239
,4908,2,,4896,753,Azik Abdullah,8601
,4909,2,,4901,1723,Ben Miller - Remember Monica,8101
What is the protocol for switching a pitcher between positions?,4910,1,4911,,1738,Tom Au,3617
,4911,2,,4910,2157,diggers3,3072
,4913,2,,4912,4768,Connor,76
Deliberate back pass saved off the post,4914,1,4936,,1084,Sean,454
,4916,2,,4914,4768,Connor,76
Does one have to be disabled to participate in wheelchair fencing?,4917,1,4930,,4769,user4769,163
,4918,2,,4910,2160,Oldcat,488
How many times has a 4 game sweep occurred during the Stanley Cup finals?,4919,1,4927,,3671,alamoot,8213
Can I block on the opponent's side?,4920,1,4928,,4770,PA6OTA,123
,4921,2,,4919,4771,David Moore,29
Do players share strategies/weaknesses of other players who were their team members,4922,1,,,3414,SahuKahn,1776
Has Hashim Amla's religion directly affected his finances or game?,4924,1,7305,,753,Azik Abdullah,8601
,4927,2,,4919,3527,j_fulch,54
,4928,2,,4920,1723,Ben Miller - Remember Monica,8101
,4929,2,,4922,4774,tom redfern,111
,4930,2,,4917,1723,Ben Miller - Remember Monica,8101
,4931,2,,4828,3661,ipso,810
,4932,2,,119,1738,Tom Au,3617
,4933,2,,536,1738,Tom Au,3617
"Has any information come out that clarifies how sick Jordan was during his famous ""flu game""",4934,1,4945,,1898,kuzzooroo,1510
What makes a cricket bowling action illegal?,4935,1,4939,,3764,Snehil Sinha,123
,4936,2,,4914,3526,Reinstate Monica 2331977,7219
,4939,2,,4935,3673,Meet Pandya,885
Odd Schedule Group C at the FIFA World Cup 2014,4940,1,4941,,1455,Jacob Jan Tuinstra,1948
,4941,2,,4940,1276,AnthonyLeGovic,281
,4943,2,,4214,206,Chris Marasti-Georg,176
,4945,2,,4934,1723,Ben Miller - Remember Monica,8101
,4950,2,,4111,206,Chris Marasti-Georg,176
"What's the purpose of making a ""below slot"" high round draft pick?",4951,1,5536,,1738,Tom Au,3617
,4954,2,,4469,3540,Sukan,320
"How to find ""distance covered"" for players during the World Cup?",4955,1,4956,,364,posdef,7095
,4956,2,,4955,1723,Ben Miller - Remember Monica,8101
,4957,2,,3413,4788,user4788,7
Can you keep the ball if it is thrown at the audience?,4958,1,7121,,4789,_˜_»ÑŒ_¸Ñ‡ _›_µ___¸__,195
How is FIFA world cup schedule created?,4959,1,4974,,4789,_˜_»ÑŒ_¸Ñ‡ _›_µ___¸__,195
,4960,2,,179,4790,nFu9DT,181
Highest Win Over Reigning Champion In FIFA World Cup,4961,1,4969,,1455,Jacob Jan Tuinstra,1948
How do teams progress to the 2nd stage in case of same points?,4964,1,5041,,540,Himanshu Jansari,6462
Which word is used for 4 wickets in 4 balls? Question about 4 in 4 not multiple hat-trick,4967,1,,,3673,Meet Pandya,885
,4968,2,,4967,3737,Shaunak D,283
,4969,2,,4961,540,Himanshu Jansari,6462
,4970,2,,179,4792,user4792,171
,4974,2,,4959,1723,Ben Miller - Remember Monica,8101
In which countries did broadcasting rights for the World Cup sell for the most?,4976,1,4977,,1898,kuzzooroo,1510
,4977,2,,4976,1723,Ben Miller - Remember Monica,8101
Hand ball and free-kicks,4978,1,5007,,4796,NoName,113
,4979,2,,4978,1971,Don Larynx,245
What guidelines would a World Cup official follow when deciding whether to book a player for hitting another when contesting a ball in the air?,4981,1,5006,,1898,kuzzooroo,1510
,4983,2,,977,26,samthebrand,1128
Effects of altitude on athletic performance,4984,1,,,4803,David,81
How international teams decide on jersey number?,4985,1,,,4804,prazor9,273
,4986,2,,4981,1084,Sean,454
FIFA World Cups History: Defending Champion Knocked Out in First Round?,4990,1,4992,,1924,Salman Zaidi,615
Is there any goal keeper who received red card in FIFA World cup?,4991,1,4995,,753,Azik Abdullah,8601
,4992,2,,4990,753,Azik Abdullah,8601
What these symbols on profile of a cycling stage mean?,4993,1,5011,,1237,Martin,5720
,4995,2,,4991,6,wax eagle,8985
How is 'distance covered' tracked in football (soccer) at the World Cup and during other official competitions?,4996,1,5120,,181,stevvve,785
All head-to-head matches between Pete Sampras and Roger Federer,4997,1,5004,,3763,pacoverflow,4470
Does stoppage time actually equal all non-playing time during a half?,4998,1,,,26,samthebrand,1128
"Is there a ""hypernym"" for ""free base.""",4999,1,5002,,1738,Tom Au,3617
"Is a balk scored differently from a ""base on balls?",5000,1,5542,,1738,Tom Au,3617
,5001,2,,5000,6,wax eagle,8985
,5002,2,,4999,6,wax eagle,8985
How does the NBA salary cap work?,5003,1,5013,,3370,Lynob,429
,5004,2,,4997,18,jamauss,8239
What is the statistical disadvantage of playing a man down?,5005,1,5016,,26,samthebrand,1128
,5006,2,,4981,3526,Reinstate Monica 2331977,7219
,5007,2,,4978,3526,Reinstate Monica 2331977,7219
,5008,2,,4998,3414,SahuKahn,1776
,5010,2,,4998,3526,Reinstate Monica 2331977,7219
,5011,2,,4993,1237,Martin,5720
,20828,2,,20822,16335,Ginge,412
What is the difference between a offside and a neutral zone infraction in the NFL?,20829,1,20832,,16335,Ginge,412
,20830,2,,20825,1723,Ben Miller - Remember Monica,8101
,20831,2,,20829,14543,dly,4021
,20832,2,,20829,16129,Sebastian Proske,269
,20835,2,,20826,16599,frogpelt,11
Has a field goal or extra point attempt ever hit both uprights and the crossbar?,20836,1,25297,,3763,pacoverflow,4470
Timeout in play ball,20837,1,,,16600,Kerry,11
,20839,2,,20837,15558,pboss3010,1018
,20841,2,,20469,16603,Bryan,21
,20843,2,,20837,16603,Bryan,21
Why can't player's nudge balls indefinitely in snooker?,20845,1,,,12275,Tyler Durden,655
,20847,2,,20825,15762,Max,281
Why do quarterbacks lick their hands even when sitting on the sidelines?,20848,1,20893,,15762,Max,281
,20850,2,,20825,16112,user16112,946
,20851,2,,14041,16608,John,1
"What counts as ""onside"" when a ball is kicked from the in-goal area?",20854,1,,,16616,Jonathan Bird,11
When is the ball on the correct side in double table tennis serve?,20855,1,,,16545,Kobbe,121
What is the call when a runner misses 2nd base on a 1st to 3rd and a dead ball call?,20856,1,,,16619,hiagression,21
,20857,2,,20856,16335,Ginge,412
"Can an opposing player take the ball from the goalie, inside the goalie's area, when the goalie has placed it on the ground to kick it",20858,1,,,16620,Hugh,11
,20859,2,,20854,9319,Nij,6688
,20860,2,,16117,16610,John,1
,20861,2,,20858,16085,E. Sommer,1147
,20862,2,,20855,16085,E. Sommer,1147
,20866,2,,12837,12868,Porter,55
Touching ball scenario in 8-ball,20867,1,20868,,16629,Ellie,133
,20868,2,,20867,9319,Nij,6688
Baseball Autographs,20869,1,,,16631,Mitchell L Walding,1
,20871,2,,20817,16606,DJ Spicy Deluxe,173
Fair or Foul Ruling?,20875,1,,,16641,baseball_noob,11
,20877,2,,20875,16112,user16112,946
Purposely hitting the black ball away from the pocket when not on the black,20880,1,,,16647,Todd Richardson,21
Do the official USAV rules for mixed volleyball require all rotations to be same gender?,20881,1,,,16650,N. Rraton,21
,20885,2,,20880,9319,Nij,6688
,20886,2,,16211,9319,Nij,6688
What happens when my opponent sinks the black ball by hand?,20887,1,,,16653,Ujjwal,41
,20888,2,,12796,9275,kuhl,271
,20893,2,,20848,15762,Max,281
,20894,2,,15782,9578,BowlOfRed,2998
,20896,2,,3395,16663,Eric Stratton,1
Why do snooker breaks show more ball activity than decades ago?,20897,1,,,12275,Tyler Durden,655
,20899,2,,20897,12275,Tyler Durden,655
,20906,2,,15238,16675,Donna Q. Hoatte,1
,20910,2,,20869,16682,JKlug,11
,20911,2,,20189,16682,JKlug,11
Another crossbar in american football,20914,1,,,14830,MathsLearner,237
Future NBA Hall of Famers,20915,1,20916,,16064,Cody Rutscher,25
,20916,2,,20915,16112,user16112,946
,20918,2,,20914,15558,pboss3010,1018
Why is Arabic an official langauage of the â€œAsian Football Confederationâ€ù,20919,1,,,16687,mahan,121
"Is there a standard (advanced?) stat in basketball for measuring player ""consistency""?",20922,1,21186,,16691,Chad Parmet,23
Changing a call on a pocket for an 8 ball,20925,1,,,16695,Nay Dizz,21
What happens if a player who has been cautioned during the match gets a second yellow card while kicks from the penalty mark are being taken?,20926,1,20930,,11498,Labba,973
,20927,2,,20926,9319,Nij,6688
,20928,2,,20803,12275,Tyler Durden,655
,20929,2,,20925,12275,Tyler Durden,655
,20930,2,,20926,3526,Reinstate Monica 2331977,7219
What is a field goal in basketball?,20933,1,20960,,16606,DJ Spicy Deluxe,173
,20934,2,,20817,16112,user16112,946
,20936,2,,20817,16703,Norberto Estrada,1
NFL #1 offense getting shut out in a half in the postseason,20937,1,,,3671,alamoot,8213
How does a Formula 1 team determine the first car/driver?,20939,1,20967,,13631,ahmedus,411
,20940,2,,20402,16705,tsears,1
,20941,2,,20731,16478,Abhishek Mukherjee,154
NFL Pro Bowl 2019,20943,1,,,16709,Chris,11
,20944,2,,20943,9690,Jason P Sallinger,1162
Can a batsman be caught from their elbow?,20945,1,20946,,16714,Abdullah1,3
,20946,2,,20945,6126,Philip Kendall,18797
,20950,2,,2305,16719,ceri,21
What is the minimum information you would expect on a basketball scoreboard?,20952,1,,,16722,caspii,109
When does the second half of an NBA game start?,20953,1,,,16724,lakers4life,11
Ball hitting the helmet behind the keeper,20954,1,,,16726,Paul Bilkey,51
,20956,2,,20952,6436,Coach-D,4854
,20957,2,,20954,9129,Ben Whyall,1892
What are the top 5 lowest scoring super bowls?,20958,1,20961,,3671,alamoot,8213
,20959,2,,20953,16728,Akash Patel,94
,20960,2,,20933,16728,Akash Patel,94
,20961,2,,20958,14543,dly,4021
,20962,2,,20952,16728,Akash Patel,94
Can any hockey skate be baked?,20963,1,21033,,16732,wizclown,123
NBA Wingspan-To-Height Ratio,20965,1,20971,,16064,Cody Rutscher,25
,20967,2,,20939,339,davidjwest,1591
Cue ball behind head string in pocket billiards,20969,1,,,16738,Keith Sobczak,31
,20971,2,,20965,16112,user16112,946
,20973,2,,20837,9578,BowlOfRed,2998
Is it offside if the ball is passed by an opponent?,20974,1,,,16743,alula tsadik,21
Can I wear a hat while training or playing a soccer match?,20977,1,,,16752,Chirayu,31
,20980,2,,20977,14543,dly,4021
NBA traveling - conflicting rules,20981,1,,,14151,raffaem,243
,20984,2,,20981,15558,pboss3010,1018
,20990,2,,20820,16758,Aravind,1
,20993,2,,20887,14543,dly,4021
Is it out if the batsman loses his bat on reaching crease and a run-out is effected at the same moment?,20995,1,,,16768,Roshan P Shajan,31
,20997,2,,20995,9319,Nij,6688
,20998,2,,20820,16771,Keshav Pandey,1
,21001,2,,13813,16780,J0ANMM,99
"Was Tendulkar's infamous ""shoulder before wicket"" the right decision?",21005,1,,,16783,skaul05,111
,21006,2,,21005,6126,Philip Kendall,18797
League Positions in Gaelic Football,21010,1,,,16798,Dig Dag,11
,21013,2,,2121,16809,Ronan Malone,1
,21015,2,,21010,16788,Mauricio,21
What rules govern touchdowns/touchbacks if there is a fumble involved?,21018,1,,,16815,scotch01,31
,21019,2,,21018,15558,pboss3010,1018
,21021,2,,4050,16820,swimpp,1
,21022,2,,14562,16821,Heini,1
Attacking the raider?,21024,1,,,16827,henceproved,141
Why don't weak/medium teams pass ball among themselves in the defense against strong teams rather than losing ball in a buildup to attack,21025,1,,,16827,henceproved,141
,21026,2,,21025,12991,gdrt,5546
How many catastrophic shoe failures occur in college basketball?,21027,1,,,16829,Dale,121
,21028,2,,21025,9319,Nij,6688
,21029,2,,21024,9319,Nij,6688
,21031,2,,18121,16835,Leo,49
,21032,2,,20118,16835,Leo,49
,21033,2,,20963,2011,Val,1005
Tennis tiebreak in doubles,21034,1,,,11943,Austin Conlon,299
,21035,2,,1581,16840,Gooch,1
"Do MMA judges score all rounds at the end of the contest, or do they score each round at the end of each round?",21037,1,,,1832,Franck Dernoncourt,463
,21038,2,,21025,13733,smci,123
,21039,2,,21037,16835,Leo,49
,21040,2,,20110,16835,Leo,49
Which runner is out?,21041,1,,,16848,user16848,1
Can a trainer force a player to be substituted?,21042,1,21043,,14237,user,485
,21043,2,,21042,9319,Nij,6688
What portion of tension reduction in a racket happens through play?,21046,1,24365,,16853,Marc Vaisband,13
"In UEFA competitions, could a team forfeit a game and still qualify?",21047,1,21057,,14237,user,485
What are scrubbed tyres?,21050,1,,,16123,felx81,61
,21051,2,,21050,16857,motosubatsu,200
Forced Out at Third Base,21053,1,,,16863,Bdaz,11
,21054,2,,21053,9690,Jason P Sallinger,1162
Defensive goals and assists,21055,1,,,16865,Paul McGeehin,37
,21057,2,,21047,14543,dly,4021
,21058,2,,21041,13878,ecologist1234,116
,21059,2,,17166,13878,ecologist1234,116
Is there an official list of abbreviations for ballroom dances?,21060,1,,,16871,user16871,31
,21062,2,,84,16875,The duck,21
,21065,2,,14825,16879,Laker81,1
,9115,2,,9110,339,davidjwest,1591
,9116,2,,4517,9240,Braamstruik,872
,9117,2,,3904,9263,user3114877,1
,9118,2,,3904,9240,Braamstruik,872
,9119,2,,4775,9264,jjpn73,31
1959 White Sox World Series roster,9120,1,,,9265,Steve Fox,51
Does a run count if it's made after an unforced out?,9121,1,,,9266,Richard,31
,9123,2,,9121,6,wax eagle,8985
,9126,2,,3631,9271,Coach K,1
Biathlon with inline skates,9128,1,9130,,3565,V-X,153
,9129,2,,9128,9240,Braamstruik,872
,9130,2,,9128,110,Fillet,3554
,9133,2,,9132,3516,Jack Sinclair,187
,9134,2,,4042,9280,martin,11
Is Carter Capps's pitching style legal?,9135,1,,,6240,Scimonster,719
,9137,2,,5145,9253,Prem,630
,9139,2,,2935,9281,Jastor,11
,9140,2,,8584,9283,quasimetric,1
,9141,2,,7028,9282,Dale Harris,166
,9142,2,,4822,9282,Dale Harris,166
Racket of Hu Yun,9143,1,11872,,1455,Jacob Jan Tuinstra,1948
"Where to find ""distance covered"" by player in a Champions League match?",9144,1,,,9285,Adasz,71
Shin pain while running on pavement only?,9145,1,,,9150,Brendan Skeen,87
,9146,2,,8974,9253,Prem,630
,9147,2,,9144,6049,Duncan,2476
Unexpected increase in running ability,9148,1,9150,,7651,boxspah,954
"Can a (baseball) ace's record be improved by his ""pitching out of sequence.""",9149,1,,,1738,Tom Au,3617
